FinalIDassigned,BCG,BCG12,BCG45,Habitat,SPIspecies,SPIspecies12,SPIspecies45,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,NitrogenUptakeMetabolism2,OxygenRequirements,Salinity,Salinity2,Saprobity,TrophicState,Zygnemataceae,ZHR,CRUS,Green,Phylum,Class,Order,Family,Genus
Stigeoclonium amoenum,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium basal,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium lubricum,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium nanum,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium subsecundum,4,,yes,,,,,,,,,,,,,,,,,,,,,yes,yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium tenue,4,,yes,,,,,,,,,,,,,,,,,,,,,yes,yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigonema,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Stigonema
Stigonema mamillosum,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Stigonema
Stipitococcus,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Rhizochloridiales,Stipitococcaceae,Stipitococcus
Streptophyta,,,,,,,,,,,,,,,,,,,,,,,,,,Charophyta,NA,NA,NA,NA
Strombomonas,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas
Strombomonas acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas
Stylochrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Stylochrysalis
Stylococcaceae,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,NA
Stylococcus,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Stylococcus
Surirella,,,,BN,3.6,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella amphioxys,,,,BN,5,,yes,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella angusta,4,,yes,BN,4,,yes,,,,,high,high,HM,NAHON,NAHON,DO_75,FB,FB,BM,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella bifrons,,,,BN,4,,yes,,,,,,,HM,,,,FB,FB,OS,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella biseriata,4,,yes,BN,4,,yes,,,,,,,HM,,,,FB,FB,BM,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella bohemica,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii,5,,yes,BN,3,,,,,,,high,high,HM,,,,BF,Halo,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii var kuetzingii,,,,BN,3,,,,,,,high,,HM,NAHON,NAHON,DO_50,FB,FB,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii var punctata,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brightwellii,4,,yes,BN,,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella elegans,,,,BN,5,,yes,,,,,,,HM,,,DO_100,FB,FB,OS,ME,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella gracilis,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella helvetica,,,,BN,5,,yes,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella iowensis,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella linearis,,,,BN,5,,yes,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella linearis var constricta,,,,BN,5,,yes,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella minuta,4,,yes,BN,3,,,,,,,high,high,HM,,,DO_50,FB,FB,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella ovalis,5,,yes,BN,2,yes,,,,,,low,low,HM,NAHON,NAHON,DO_30,B,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella ovata,4,,yes,BN,3,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella robusta,4,,yes,BN,5,,yes,,,,,,,HM,,,DO_75,FB,FB,BM,I,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella stalagma,,,,BN,,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella striatula,5,,yes,BN,2,yes,,,,,,,,HM,,,,B,Halo,,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella suecica,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella tenera,,,,BN,4,,yes,,,,,,low,HM,,,DO_75,FB,FB,BM,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirellaceae,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,NA
Surirellairalis,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirellalendida,,,,BN,,,,,,,,low,,HM,,,DO_75,FB,FB,BM,ME,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Symploca,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca dubia,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca elegans,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symplocastrum,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symplocastrum
Synechococcus,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus ambiguus,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus mundulus,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus nidulans,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synedra,,,,BN,3.1,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra acus,4,,yes,BN,4,,yes,,,,,low,low,NM,NAHON,NAHON,DO_75,FB,FB,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra cyclopum,,,,BN,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra delicatissima,4,,yes,BN,,,,,,,,,low,NM,,,,FB,FB,,M,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra gaillonii,,,,BN,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra goulardi,,,,BN,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra mazamaensis,2,yes,,BN,,,,,,,,low,low,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra rumpens,4,,yes,BN,4,,yes,,,,,,low,NM,,,,FB,FB,,OM,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra socia,,,,BN,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra tenera,,,,BN,4,,yes,,,,,,low,NM,NALON,NALON,DO_100,F,F,OS,OM,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna,4,,yes,BN,3,,,,,,,low,low,NM,NAHON,NAHON,DO_50,FB,FB,AMPS,I,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna var amphirhynchus,,,,BN,3,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna var constricta,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna var oxyrhynchus,,,,,3,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra
Synura,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Synura
Synura curtispina,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Synura
Tabellaria,,,,P,5,,yes,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria
Tabellaria fenestrata,2,yes,,P,5,,yes,,,,,,low,NM,NALON,NALON,DO_100,F,F,BM,OM,,,,,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria
Tabellaria flocculosa,2,yes,,P,5,,yes,,,,,low,low,NM,NALON,NALON,DO_100,F,F,BM,M,,,,,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria
Tabellaria ventricosa,,,,P,5,,yes,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria
Tabularia,,,,BN,2,yes,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Tabularia fasciculata,4,,yes,BN,2,yes,,,,,,high,,NM,NAHON,NAHON,DO_50,B,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Tabularia investiens,,,,BN,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Tabularia tabulata,4,,yes,BN,2,yes,,,,,,high,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia
Teilingia,,,,,,,,,,,,,,,,,,,,,,yes,yes,,yes,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Teilingia
Teilingia granulata,,,,,,,,,,,,,,,,,,,,,,,,,yes,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Teilingia
Terpsinoe,,,,BN,2,yes,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe americana,,,,BN,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe musica,2,yes,,BN,5,,yes,,,,,,,NM,,,,BF,Halo,,,,,,,Bacillariophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Tetrachrysis,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,Tetrachrysis
Tetrachrysis dendroides,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,Tetrachrysis
Tetraedron,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron caudatum,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron incus,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron minimum,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraselmis,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis
Tetraspora,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetraspora gelatinosa,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetraspora lubrica,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetrasporaceae,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,NA
Tetrasporales,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Tetrasporales,NA,NA
Tetrasporidium,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Tetrasporidium
Tetrasporidium javanicum,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Tetrasporidium
Tetrasporopsis,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Chrysophyceae,Chrysocapsales,Chrysocapsaceae,Tetrasporopsis
Tetrasporopsis fuscescens,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Chrysophyceae,Chrysocapsales,Chrysocapsaceae,Tetrasporopsis
Tetrastrum,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum komarekii,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum staurogeniiforme,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum triangulare,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Thalassionema,,,,,3.6,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassionema
Thalassionema nitzschioides,,,,P,1,yes,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassionema
Thalassiosira,,,,P,2.6,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira bramaputrae,,,,,3,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira lacustris,5,,yes,P,3,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira levanderi,5,,yes,P,,,,,,,,,,NM,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira pseudonana,,,,P,2,yes,,,,,,high,,NM,NHHONF,Heterotroph,DO_50,BF,Halo,AM,PH,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira visurgis,,,,,2.2,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Thalassiosira weissflogii,4,,yes,P,2,yes,,,,,,high,high,NM,NHHONF,Heterotroph,DO_50,BF,Halo,AM,PH,,,,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Tolypothrix,2,yes,,,,,,yes,,,,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Tolypothrix
Tolypothrix distorta,2,yes,,,,,,yes,,low,RF,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Tolypothrix
Tolypothrix distorta var penicillata,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Tolypothrix
Tolypothrix lanata,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Tolypothrix
Tolypothrix penicillata,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Tolypothrix
Tolypothrix tenuis,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Tolypothrix
Trachelomonas,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas abrupta,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas abrupta var minor,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas bacillifera,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas cervicula,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas cylindrica,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas globularis,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas hispida,3,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas hispida var coronata,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas hispida var crenulatocollis,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas intermedia,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas oblonga,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas rugulosa,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas stokesii,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas verrucosa var granulosa,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas verrucosa var irregularis,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas volvocina,3,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas volvocina var punctata,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trachelomonas volvocinopsis,,,,,,,,,,,,,,,,,,,,,,,,,,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Trebouxia,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia
Tribonema,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema affine,2,yes,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema angustissimum,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema delicatissimum,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema elegans,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema microchloron,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema minus,3,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema monochloron,,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema utriculosum,3,,,,,,,,,,,,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Tribonema viride,3,,,,,,,,low,,,low,,,,,,,,,,,,,,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Trichormus,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Trichormus
Trichormus fertilissimus,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Trichormus
Trichormus variabilis,,,,,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Trichormus
Trochiscia,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Trochiscia
Trochiscia reticularis,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Trochiscia
Tryblionella,,,,BN,1.8,yes,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella acuminata,4,,yes,BN,2,yes,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella angustata,,,,BN,2.3,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella apiculata,5,,yes,BN,2.4,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella calida,4,,yes,BN,2.3,,,,,,,high,high,HM,,,,BF,Halo,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella compressa,,,,BN,,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella compressa var elongata,,,,,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella constricta,5,,yes,BN,,,,,,,,,,HM,NAHON,NAHON,DO_50,B,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella debilis,4,,yes,BN,,,,,,,,,,HM,NAHON,NAHON,DO_100,FB,FB,AM,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella gracilis,,,,BN,2,yes,,,,,,,,HM,NAHON,NAHON,DO_50,BF,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella granulata,,,,,2,yes,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella hungarica,5,,yes,BN,2.2,,,,,,,high,high,HM,NAHON,NAHON,DO_30,BF,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella levidensis,4,,yes,BN,2,yes,,,,,,,high,HM,NAHON,NAHON,DO_50,BF,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella littoralis,4,,yes,BN,2,yes,,,,,,,,HM,,,DO_50,B,Halo,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella navicularis,,,,,2,yes,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella salinarum,,,,BN,,,,,,,,,,HM,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella scalaris,,,,BN,,,,,,,,,,HM,,,,BF,Halo,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Tryblionella victoriae,,,,BN,2,yes,,,,,,,high,HM,NAHON,NAHON,DO_50,BF,Halo,AM,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
