FinalIDassigned,BCG,Habitat,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TrophicState,ZHR,CRUS,Green,Salinity2,NitrogenUptakeMetabolism2,Phylum,Class,Order,Family,Genus
Chamaesiphon amethystinus,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon confervicola,2,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon incrustans,2,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon investiens,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon minimus,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon minutus,2,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon niger,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon polymorphus,2,,No,low,NI,RF,NI,low,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon starmachii,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chamaesiphon subglobosus,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Chlorogloea,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Chlorogloea
Chlorogloea microcystoides,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Chlorogloea
Chlorogloea novacekii,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Chlorogloea
Chlorogloea rivularis,3,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Chlorogloea
Chroococcales,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,NA,NA
Chroococcidiopsis,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Xenococcus
Chroococcopsis,,,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
Chroococcopsis epiphytica,4,,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
Chroococcopsis fluviatilis,4,,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
Chroococcopsis gigantea,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
Chroococcopsis minutus,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
Chroococcus,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus dispersus,4,,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus limneticus,3,,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus minimus,4,,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus minor,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus minutus,4,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus turgidus,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Chroococcus vacuolatus,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
Clastidium,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Clastidium
Clastidium rivulare,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Clastidium
Clastidium setigerum,2,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Clastidium
Coelomoron,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelomoron
Coelomoron pusillum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelomoron
Coleodesmium,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Coleodesmium
Coleodesmium floccosum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Coleodesmium
Coleodesmium wrangelii,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Coleodesmium
Cyanobacterium,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,NA,NA,NA,NA
Cyanobium,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanobium
Cyanobium diatomicola,2,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanobium
Cyanodermatium,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanodermatium
Cyanodermatium fluminense,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanodermatium
Cyanophanon,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon
Cyanophanon minus,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon
Cyanophanon mirabile,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon
Cyanophyceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,NA,NA,NA
Cyanostylon,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanostylon
Cyanostylon microcystoides,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanostylon
Cyanothece,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece
Cyanothece aeruginosa,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece
Cyanothece halobia,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece
Cylindrospermum,3,,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum
Cylindrospermum licheniforme,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum
Cylindrospermum majus,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum
Cylindrospermum stagnale,3,,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum
Dichothrix,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix compacta,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix gypsophila,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix hosfordii,,,Yes,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix orsiniana,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dolichospermum,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum flosaquae,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum lemmermannii,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena
Dolichospermum planctonicum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum solitarium,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Ercegovicia,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pleurocapsales,Hyellaceae,Ercegovicia
Eucapsis,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Eucapsis
Eucapsis alpina,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Eucapsis
Geitleribactron,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Geitleribactron
Geitleribactron periphyticum,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Geitleribactron
Geitlerinema,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinema acuiforme,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinema acutissimum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinema amphibium,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinema ionicum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinema lemmermannii,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinema numidicum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Geitlerinemalendidum,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Glaucospira,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Spirulinaceae,Glaucospira
Gloeocapsa,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa alpina,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa atrata,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa biformis,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa fusco-lutea,3,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa kuetzingiana,3,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa punctata,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa rupestris,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsa siderochlamys,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Gloeocapsopsis,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis
Gloeocapsopsis cyanea,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis
Gloeocapsopsis pleurocapsoides,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis
Gloeothece,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Gloeothece
Gloeothece abiscoensis,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Gloeothece
Gloeothece palea,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Gloeothece
Gloeothece subtilis,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Gloeothece
Gloeotrichia,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Gloeotrichia
Gloeotrichia echinulata,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Gloeotrichia
Gloeotrichia natans,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Gloeotrichia
Gomphosphaeria,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria
Gomphosphaeria aponina,,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria
Hapalosiphon,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Hapalosiphonaceae,Hapalosiphon
Hapalosiphon flexuosus,,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Hapalosiphonaceae,Hapalosiphon
Hapalosiphon hibernicus,,,Yes,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Hapalosiphonaceae,Hapalosiphon
Hassallia byssoidea,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Hassallia
Heteroleibleinia,4,,No,NI,high,NRF,NI,high,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Heteroleibleinia
Heteroleibleinia kossinskajae,4,,No,NI,high,NRF,NI,high,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Heteroleibleinia
Heteroleibleinia kuetzingii,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Heteroleibleinia
Heteroleibleinia pusilla,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Heteroleibleinia
Homoeothrix,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Homoeothrix crustacea,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Homoeothrix janthina,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Homoeothrix juliana,2,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Homoeothrix stagnalis,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Homoeothrix varians,2,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Homoeothrix woronichinii,2,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Hydrococcus,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Hydrococcus
Hydrococcus cesatii,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Hydrococcus
Hydrococcus rivularis,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Hydrococcus
Hydrocoleum homoeotrichum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Hydrocoleum
Hydrocoleum muscicola,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Hydrocoleum
Jaaginema,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Jaaginema
Jaaginema pallidum,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Jaaginema
Jaaginema pseudogeminatum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Jaaginema
Komvophoron,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Borziaceae,Komvophoron
Komvophoron constrictum,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Borziaceae,Komvophoron
Komvophoron minutum,3,,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Borziaceae,Komvophoron
Komvophoron schmidlei,4,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Borziaceae,Komvophoron
Leibleinia,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Leibleinia
Leibleinia epiphytica,3,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Leibleinia
Leptolyngbya,,,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya foveolara,,,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya granulifera,,,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya lagerheimii,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya laminosa,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya nostocorum,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya notata,3,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
Leptolyngbya tenuis,4,,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya
